customer_id,first_order_date,acquisition_channel,first_order_month,Second Order Date,Days to 2nd Purchase,Repeat Bucket,Repeat Bucket Sort
6492,"Monday, 12 February 2024",Paid Search,2024-02,09/01/2025 00:00:00,332,90+ days,6
6513,"Thursday, 22 February 2024",Paid Search,2024-02,02/10/2025 00:00:00,588,90+ days,6
6667,"Saturday, 24 February 2024",Paid Search,2024-02,01/03/2025 00:00:00,371,90+ days,6
6707,"Monday, 19 February 2024",Paid Search,2024-02,31/12/2025 00:00:00,681,90+ days,6
6764,"Friday, 2 February 2024",Paid Search,2024-02,01/09/2025 00:00:00,577,90+ days,6
6851,"Sunday, 11 February 2024",Paid Search,2024-02,26/08/2025 00:00:00,562,90+ days,6
6875,"Thursday, 29 February 2024",Paid Search,2024-02,30/01/2025 00:00:00,336,90+ days,6
6893,"Thursday, 29 February 2024",Paid Search,2024-02,22/01/2025 00:00:00,328,90+ days,6
7004,"Wednesday, 21 February 2024",Paid Search,2024-02,19/07/2025 00:00:00,514,90+ days,6
7045,"Thursday, 1 February 2024",Paid Search,2024-02,30/09/2025 00:00:00,607,90+ days,6
7141,"Sunday, 4 February 2024",Paid Search,2024-02,10/04/2025 00:00:00,431,90+ days,6
7200,"Monday, 12 February 2024",Paid Search,2024-02,06/04/2025 00:00:00,419,90+ days,6
7211,"Friday, 16 February 2024",Paid Search,2024-02,06/09/2025 00:00:00,568,90+ days,6
7223,"Saturday, 17 February 2024",Paid Search,2024-02,01/10/2025 00:00:00,592,90+ days,6
7346,"Monday, 12 February 2024",Paid Search,2024-02,03/01/2025 00:00:00,326,90+ days,6
7383,"Tuesday, 20 February 2024",Paid Search,2024-02,17/04/2025 00:00:00,422,90+ days,6
7461,"Tuesday, 20 February 2024",Paid Search,2024-02,16/06/2025 00:00:00,482,90+ days,6
7477,"Friday, 9 February 2024",Paid Search,2024-02,20/04/2025 00:00:00,436,90+ days,6
7539,"Sunday, 18 February 2024",Paid Search,2024-02,05/03/2025 00:00:00,381,90+ days,6
7605,"Thursday, 29 February 2024",Paid Search,2024-02,10/11/2025 00:00:00,620,90+ days,6
7722,"Monday, 19 February 2024",Paid Search,2024-02,03/10/2025 00:00:00,592,90+ days,6
7804,"Thursday, 29 February 2024",Paid Search,2024-02,25/04/2025 00:00:00,421,90+ days,6
7928,"Sunday, 18 February 2024",Paid Search,2024-02,11/05/2025 00:00:00,448,90+ days,6
7929,"Friday, 9 February 2024",Paid Search,2024-02,10/09/2025 00:00:00,579,90+ days,6
8021,"Saturday, 10 February 2024",Paid Search,2024-02,08/03/2025 00:00:00,392,90+ days,6
8201,"Wednesday, 14 February 2024",Paid Search,2024-02,30/10/2025 00:00:00,624,90+ days,6
8305,"Sunday, 18 February 2024",Paid Search,2024-02,28/11/2025 00:00:00,649,90+ days,6
8355,"Wednesday, 7 February 2024",Paid Search,2024-02,13/05/2025 00:00:00,461,90+ days,6
8408,"Sunday, 18 February 2024",Paid Search,2024-02,08/12/2025 00:00:00,659,90+ days,6
8691,"Tuesday, 6 February 2024",Paid Search,2024-02,13/01/2025 00:00:00,342,90+ days,6
8695,"Tuesday, 13 February 2024",Paid Search,2024-02,07/09/2025 00:00:00,572,90+ days,6
8740,"Tuesday, 6 February 2024",Paid Search,2024-02,29/10/2025 00:00:00,631,90+ days,6
8843,"Monday, 19 February 2024",Paid Search,2024-02,10/05/2025 00:00:00,446,90+ days,6
8895,"Sunday, 25 February 2024",Paid Search,2024-02,27/12/2025 00:00:00,671,90+ days,6
8935,"Wednesday, 21 February 2024",Paid Search,2024-02,29/10/2025 00:00:00,616,90+ days,6
9130,"Sunday, 18 February 2024",Paid Search,2024-02,26/11/2025 00:00:00,647,90+ days,6
9133,"Monday, 26 February 2024",Paid Search,2024-02,07/12/2025 00:00:00,650,90+ days,6
9170,"Monday, 12 February 2024",Paid Search,2024-02,19/04/2025 00:00:00,432,90+ days,6
9191,"Friday, 2 February 2024",Paid Search,2024-02,29/09/2025 00:00:00,605,90+ days,6
9207,"Wednesday, 7 February 2024",Paid Search,2024-02,08/04/2025 00:00:00,426,90+ days,6
9211,"Friday, 16 February 2024",Paid Search,2024-02,11/02/2025 00:00:00,361,90+ days,6
9404,"Tuesday, 13 February 2024",Paid Search,2024-02,05/05/2025 00:00:00,447,90+ days,6
9418,"Tuesday, 27 February 2024",Paid Search,2024-02,26/12/2025 00:00:00,668,90+ days,6
9514,"Monday, 5 February 2024",Paid Search,2024-02,16/11/2025 00:00:00,650,90+ days,6
9616,"Monday, 19 February 2024",Paid Search,2024-02,30/01/2025 00:00:00,346,90+ days,6
9662,"Tuesday, 20 February 2024",Paid Search,2024-02,01/01/2025 00:00:00,316,90+ days,6
9718,"Monday, 5 February 2024",Paid Search,2024-02,13/05/2025 00:00:00,463,90+ days,6
9763,"Sunday, 25 February 2024",Paid Search,2024-02,12/07/2025 00:00:00,503,90+ days,6
9854,"Saturday, 24 February 2024",Paid Search,2024-02,24/04/2025 00:00:00,425,90+ days,6
10025,"Wednesday, 28 February 2024",Paid Search,2024-02,19/12/2025 00:00:00,660,90+ days,6
10109,"Wednesday, 14 February 2024",Paid Search,2024-02,01/07/2025 00:00:00,503,90+ days,6
10223,"Sunday, 4 February 2024",Paid Search,2024-02,01/02/2025 00:00:00,363,90+ days,6
10265,"Saturday, 24 February 2024",Paid Search,2024-02,15/11/2025 00:00:00,630,90+ days,6
10277,"Monday, 5 February 2024",Paid Search,2024-02,31/07/2025 00:00:00,542,90+ days,6
10287,"Sunday, 11 February 2024",Paid Search,2024-02,10/02/2025 00:00:00,365,90+ days,6
10400,"Wednesday, 21 February 2024",Paid Search,2024-02,26/09/2025 00:00:00,583,90+ days,6
10433,"Wednesday, 7 February 2024",Paid Search,2024-02,17/03/2025 00:00:00,404,90+ days,6
10497,"Thursday, 8 February 2024",Paid Search,2024-02,03/07/2025 00:00:00,511,90+ days,6
10523,"Tuesday, 6 February 2024",Paid Search,2024-02,03/02/2025 00:00:00,363,90+ days,6
10695,"Thursday, 29 February 2024",Paid Search,2024-02,09/12/2025 00:00:00,649,90+ days,6
10696,"Thursday, 29 February 2024",Paid Search,2024-02,03/03/2025 00:00:00,368,90+ days,6
10777,"Monday, 5 February 2024",Paid Search,2024-02,03/01/2025 00:00:00,333,90+ days,6
10820,"Thursday, 29 February 2024",Paid Search,2024-02,20/08/2025 00:00:00,538,90+ days,6
10829,"Saturday, 10 February 2024",Paid Search,2024-02,24/11/2025 00:00:00,653,90+ days,6
10839,"Wednesday, 14 February 2024",Paid Search,2024-02,21/09/2025 00:00:00,585,90+ days,6
10958,"Tuesday, 20 February 2024",Paid Search,2024-02,19/12/2025 00:00:00,668,90+ days,6
11118,"Saturday, 10 February 2024",Paid Search,2024-02,27/06/2025 00:00:00,503,90+ days,6
11128,"Wednesday, 21 February 2024",Paid Search,2024-02,21/03/2025 00:00:00,394,90+ days,6
11205,"Friday, 2 February 2024",Paid Search,2024-02,06/01/2025 00:00:00,339,90+ days,6
11256,"Saturday, 10 February 2024",Paid Search,2024-02,09/08/2025 00:00:00,546,90+ days,6
11383,"Friday, 23 February 2024",Paid Search,2024-02,24/02/2025 00:00:00,367,90+ days,6
11410,"Monday, 12 February 2024",Paid Search,2024-02,11/03/2025 00:00:00,393,90+ days,6
11416,"Monday, 5 February 2024",Paid Search,2024-02,28/04/2025 00:00:00,448,90+ days,6
11478,"Thursday, 29 February 2024",Paid Search,2024-02,19/01/2025 00:00:00,325,90+ days,6
11565,"Saturday, 10 February 2024",Paid Search,2024-02,27/11/2025 00:00:00,656,90+ days,6
11589,"Friday, 23 February 2024",Paid Search,2024-02,13/06/2025 00:00:00,476,90+ days,6
11591,"Sunday, 11 February 2024",Paid Search,2024-02,29/04/2025 00:00:00,443,90+ days,6
11692,"Tuesday, 27 February 2024",Paid Search,2024-02,11/01/2025 00:00:00,319,90+ days,6
11695,"Monday, 5 February 2024",Paid Search,2024-02,24/09/2025 00:00:00,597,90+ days,6
11701,"Sunday, 25 February 2024",Paid Search,2024-02,11/03/2025 00:00:00,380,90+ days,6
11704,"Tuesday, 27 February 2024",Paid Search,2024-02,30/11/2025 00:00:00,642,90+ days,6
11801,"Sunday, 4 February 2024",Paid Search,2024-02,02/11/2025 00:00:00,637,90+ days,6
11907,"Thursday, 22 February 2024",Paid Search,2024-02,25/04/2025 00:00:00,428,90+ days,6
11927,"Tuesday, 27 February 2024",Paid Search,2024-02,10/11/2025 00:00:00,622,90+ days,6
12045,"Thursday, 8 February 2024",Paid Search,2024-02,11/06/2025 00:00:00,489,90+ days,6
12120,"Sunday, 11 February 2024",Paid Search,2024-02,28/04/2025 00:00:00,442,90+ days,6
12121,"Thursday, 1 February 2024",Paid Search,2024-02,02/11/2025 00:00:00,640,90+ days,6
12168,"Wednesday, 14 February 2024",Paid Search,2024-02,10/01/2025 00:00:00,331,90+ days,6
12191,"Saturday, 24 February 2024",Paid Search,2024-02,08/11/2025 00:00:00,623,90+ days,6
12239,"Thursday, 1 February 2024",Paid Search,2024-02,27/11/2025 00:00:00,665,90+ days,6
12299,"Wednesday, 7 February 2024",Paid Search,2024-02,24/10/2025 00:00:00,625,90+ days,6
12411,"Monday, 5 February 2024",Paid Search,2024-02,11/12/2025 00:00:00,675,90+ days,6
12440,"Friday, 9 February 2024",Paid Search,2024-02,29/01/2025 00:00:00,355,90+ days,6
12523,"Saturday, 17 February 2024",Paid Search,2024-02,26/08/2025 00:00:00,556,90+ days,6
12614,"Sunday, 25 February 2024",Paid Search,2024-02,27/12/2025 00:00:00,671,90+ days,6
12737,"Monday, 5 February 2024",Paid Search,2024-02,30/05/2025 00:00:00,480,90+ days,6
12806,"Friday, 2 February 2024",Paid Search,2024-02,01/11/2025 00:00:00,638,90+ days,6
12874,"Saturday, 24 February 2024",Paid Search,2024-02,13/04/2025 00:00:00,414,90+ days,6
12949,"Thursday, 22 February 2024",Paid Search,2024-02,07/07/2025 00:00:00,501,90+ days,6
13063,"Monday, 5 February 2024",Paid Search,2024-02,16/12/2025 00:00:00,680,90+ days,6
13093,"Saturday, 17 February 2024",Paid Search,2024-02,25/03/2025 00:00:00,402,90+ days,6
13096,"Friday, 9 February 2024",Paid Search,2024-02,06/02/2025 00:00:00,363,90+ days,6
13103,"Thursday, 22 February 2024",Paid Search,2024-02,21/07/2025 00:00:00,515,90+ days,6
13209,"Friday, 9 February 2024",Paid Search,2024-02,17/03/2025 00:00:00,402,90+ days,6
13282,"Thursday, 29 February 2024",Paid Search,2024-02,04/11/2025 00:00:00,614,90+ days,6
13290,"Wednesday, 28 February 2024",Paid Search,2024-02,11/12/2025 00:00:00,652,90+ days,6
13438,"Saturday, 3 February 2024",Paid Search,2024-02,29/06/2025 00:00:00,512,90+ days,6
13461,"Thursday, 15 February 2024",Paid Search,2024-02,04/12/2025 00:00:00,658,90+ days,6
59,"Wednesday, 11 September 2024",Paid Search,2024-09,30/01/2025 00:00:00,141,90+ days,6
101,"Wednesday, 18 September 2024",Paid Search,2024-09,13/09/2025 00:00:00,360,90+ days,6
159,"Monday, 9 September 2024",Paid Search,2024-09,27/11/2025 00:00:00,444,90+ days,6
247,"Saturday, 7 September 2024",Paid Search,2024-09,21/10/2025 00:00:00,409,90+ days,6
259,"Thursday, 12 September 2024",Paid Search,2024-09,21/03/2025 00:00:00,190,90+ days,6
298,"Thursday, 19 September 2024",Paid Search,2024-09,05/02/2025 00:00:00,139,90+ days,6
326,"Wednesday, 18 September 2024",Paid Search,2024-09,17/09/2025 00:00:00,364,90+ days,6
664,"Sunday, 1 September 2024",Paid Search,2024-09,29/03/2025 00:00:00,209,90+ days,6
703,"Thursday, 19 September 2024",Paid Search,2024-09,24/06/2025 00:00:00,278,90+ days,6
767,"Monday, 2 September 2024",Paid Search,2024-09,26/12/2025 00:00:00,480,90+ days,6
851,"Friday, 27 September 2024",Paid Search,2024-09,29/06/2025 00:00:00,275,90+ days,6
938,"Monday, 16 September 2024",Paid Search,2024-09,26/11/2025 00:00:00,436,90+ days,6
963,"Monday, 9 September 2024",Paid Search,2024-09,15/02/2025 00:00:00,159,90+ days,6
1028,"Sunday, 15 September 2024",Paid Search,2024-09,23/08/2025 00:00:00,342,90+ days,6
1032,"Friday, 27 September 2024",Paid Search,2024-09,10/11/2025 00:00:00,409,90+ days,6
1094,"Sunday, 1 September 2024",Paid Search,2024-09,01/11/2025 00:00:00,426,90+ days,6
1163,"Wednesday, 25 September 2024",Paid Search,2024-09,04/04/2025 00:00:00,191,90+ days,6
1203,"Saturday, 21 September 2024",Paid Search,2024-09,16/07/2025 00:00:00,298,90+ days,6
1378,"Monday, 2 September 2024",Paid Search,2024-09,24/06/2025 00:00:00,295,90+ days,6
1390,"Saturday, 21 September 2024",Paid Search,2024-09,17/07/2025 00:00:00,299,90+ days,6
1440,"Friday, 6 September 2024",Paid Search,2024-09,27/11/2025 00:00:00,447,90+ days,6
1566,"Sunday, 22 September 2024",Paid Search,2024-09,06/09/2025 00:00:00,349,90+ days,6
1613,"Monday, 9 September 2024",Paid Search,2024-09,08/05/2025 00:00:00,241,90+ days,6
1614,"Saturday, 28 September 2024",Paid Search,2024-09,27/09/2025 00:00:00,364,90+ days,6
1629,"Tuesday, 10 September 2024",Paid Search,2024-09,01/02/2025 00:00:00,144,90+ days,6
1637,"Thursday, 26 September 2024",Paid Search,2024-09,08/09/2025 00:00:00,347,90+ days,6
1689,"Friday, 6 September 2024",Paid Search,2024-09,22/12/2025 00:00:00,472,90+ days,6
1786,"Monday, 2 September 2024",Paid Search,2024-09,29/08/2025 00:00:00,361,90+ days,6
1903,"Tuesday, 10 September 2024",Paid Search,2024-09,07/03/2025 00:00:00,178,90+ days,6
2236,"Monday, 9 September 2024",Paid Search,2024-09,11/05/2025 00:00:00,244,90+ days,6
2264,"Wednesday, 11 September 2024",Paid Search,2024-09,03/09/2025 00:00:00,357,90+ days,6
2298,"Sunday, 1 September 2024",Paid Search,2024-09,31/08/2025 00:00:00,364,90+ days,6
2457,"Tuesday, 3 September 2024",Paid Search,2024-09,08/02/2025 00:00:00,158,90+ days,6
2769,"Tuesday, 10 September 2024",Paid Search,2024-09,21/11/2025 00:00:00,437,90+ days,6
2782,"Sunday, 1 September 2024",Paid Search,2024-09,10/09/2025 00:00:00,374,90+ days,6
2807,"Friday, 13 September 2024",Paid Search,2024-09,22/11/2025 00:00:00,435,90+ days,6
2831,"Saturday, 14 September 2024",Paid Search,2024-09,19/09/2025 00:00:00,370,90+ days,6
3181,"Monday, 9 September 2024",Paid Search,2024-09,27/09/2025 00:00:00,383,90+ days,6
3389,"Thursday, 26 September 2024",Paid Search,2024-09,13/09/2025 00:00:00,352,90+ days,6
3423,"Thursday, 19 September 2024",Paid Search,2024-09,08/08/2025 00:00:00,323,90+ days,6
3454,"Saturday, 7 September 2024",Paid Search,2024-09,01/02/2025 00:00:00,147,90+ days,6
3514,"Monday, 16 September 2024",Paid Search,2024-09,26/12/2025 00:00:00,466,90+ days,6
3520,"Tuesday, 3 September 2024",Paid Search,2024-09,29/08/2025 00:00:00,360,90+ days,6
3594,"Sunday, 22 September 2024",Paid Search,2024-09,05/11/2025 00:00:00,409,90+ days,6
3645,"Thursday, 26 September 2024",Paid Search,2024-09,27/03/2025 00:00:00,182,90+ days,6
3660,"Wednesday, 18 September 2024",Paid Search,2024-09,14/01/2025 00:00:00,118,90+ days,6
3699,"Tuesday, 3 September 2024",Paid Search,2024-09,07/12/2025 00:00:00,460,90+ days,6
3705,"Tuesday, 10 September 2024",Paid Search,2024-09,26/06/2025 00:00:00,289,90+ days,6
3903,"Thursday, 19 September 2024",Paid Search,2024-09,30/10/2025 00:00:00,406,90+ days,6
3924,"Saturday, 14 September 2024",Paid Search,2024-09,22/01/2025 00:00:00,130,90+ days,6
4160,"Thursday, 26 September 2024",Paid Search,2024-09,05/10/2025 00:00:00,374,90+ days,6
4310,"Tuesday, 24 September 2024",Paid Search,2024-09,09/02/2025 00:00:00,138,90+ days,6
4336,"Tuesday, 17 September 2024",Paid Search,2024-09,19/06/2025 00:00:00,275,90+ days,6
4339,"Sunday, 15 September 2024",Paid Search,2024-09,11/04/2025 00:00:00,208,90+ days,6
4391,"Sunday, 1 September 2024",Paid Search,2024-09,07/02/2025 00:00:00,159,90+ days,6
4400,"Tuesday, 17 September 2024",Paid Search,2024-09,03/07/2025 00:00:00,289,90+ days,6
4461,"Friday, 13 September 2024",Paid Search,2024-09,12/12/2025 00:00:00,455,90+ days,6
4499,"Friday, 6 September 2024",Paid Search,2024-09,03/12/2025 00:00:00,453,90+ days,6
4525,"Sunday, 29 September 2024",Paid Search,2024-09,22/04/2025 00:00:00,205,90+ days,6
4526,"Tuesday, 17 September 2024",Paid Search,2024-09,19/01/2025 00:00:00,124,90+ days,6
4769,"Sunday, 8 September 2024",Paid Search,2024-09,20/03/2025 00:00:00,193,90+ days,6
4857,"Monday, 23 September 2024",Paid Search,2024-09,16/04/2025 00:00:00,205,90+ days,6
4974,"Sunday, 8 September 2024",Paid Search,2024-09,26/05/2025 00:00:00,260,90+ days,6
4991,"Friday, 20 September 2024",Paid Search,2024-09,16/11/2025 00:00:00,422,90+ days,6
5241,"Wednesday, 25 September 2024",Paid Search,2024-09,14/06/2025 00:00:00,262,90+ days,6
5258,"Thursday, 5 September 2024",Paid Search,2024-09,12/12/2025 00:00:00,463,90+ days,6
5443,"Monday, 23 September 2024",Paid Search,2024-09,11/02/2025 00:00:00,141,90+ days,6
5465,"Saturday, 7 September 2024",Paid Search,2024-09,11/08/2025 00:00:00,338,90+ days,6
5469,"Monday, 16 September 2024",Paid Search,2024-09,22/07/2025 00:00:00,309,90+ days,6
5826,"Friday, 13 September 2024",Paid Search,2024-09,29/04/2025 00:00:00,228,90+ days,6
5844,"Saturday, 7 September 2024",Paid Search,2024-09,11/10/2025 00:00:00,399,90+ days,6
5893,"Sunday, 15 September 2024",Paid Search,2024-09,20/09/2025 00:00:00,370,90+ days,6
5951,"Sunday, 1 September 2024",Paid Search,2024-09,12/12/2025 00:00:00,467,90+ days,6
5977,"Monday, 30 September 2024",Paid Search,2024-09,25/10/2025 00:00:00,390,90+ days,6
6024,"Sunday, 29 September 2024",Paid Search,2024-09,16/10/2025 00:00:00,382,90+ days,6
6106,"Wednesday, 4 September 2024",Paid Search,2024-09,11/08/2025 00:00:00,341,90+ days,6
6149,"Wednesday, 11 September 2024",Paid Search,2024-09,29/11/2025 00:00:00,444,90+ days,6
6295,"Thursday, 19 September 2024",Paid Search,2024-09,28/11/2025 00:00:00,435,90+ days,6
6348,"Wednesday, 4 September 2024",Paid Search,2024-09,28/04/2025 00:00:00,236,90+ days,6
6700,"Friday, 6 September 2024",Paid Search,2024-09,13/07/2025 00:00:00,310,90+ days,6
6716,"Monday, 30 September 2024",Paid Search,2024-09,13/08/2025 00:00:00,317,90+ days,6
6730,"Sunday, 15 September 2024",Paid Search,2024-09,21/08/2025 00:00:00,340,90+ days,6
6788,"Sunday, 8 September 2024",Paid Search,2024-09,19/06/2025 00:00:00,284,90+ days,6
6859,"Saturday, 7 September 2024",Paid Search,2024-09,13/03/2025 00:00:00,187,90+ days,6
6927,"Sunday, 29 September 2024",Paid Search,2024-09,24/10/2025 00:00:00,390,90+ days,6
6942,"Friday, 20 September 2024",Paid Search,2024-09,09/06/2025 00:00:00,262,90+ days,6
6970,"Tuesday, 24 September 2024",Paid Search,2024-09,09/02/2025 00:00:00,138,90+ days,6
7205,"Monday, 30 September 2024",Paid Search,2024-09,04/07/2025 00:00:00,277,90+ days,6
7333,"Monday, 30 September 2024",Paid Search,2024-09,06/05/2025 00:00:00,218,90+ days,6
7368,"Tuesday, 3 September 2024",Paid Search,2024-09,21/02/2025 00:00:00,171,90+ days,6
7445,"Monday, 16 September 2024",Paid Search,2024-09,28/10/2025 00:00:00,407,90+ days,6
7454,"Sunday, 1 September 2024",Paid Search,2024-09,24/11/2025 00:00:00,449,90+ days,6
7487,"Wednesday, 18 September 2024",Paid Search,2024-09,28/12/2025 00:00:00,466,90+ days,6
7598,"Thursday, 26 September 2024",Paid Search,2024-09,03/01/2025 00:00:00,99,90+ days,6
7614,"Sunday, 22 September 2024",Paid Search,2024-09,01/11/2025 00:00:00,405,90+ days,6
7649,"Thursday, 5 September 2024",Paid Search,2024-09,22/07/2025 00:00:00,320,90+ days,6
7716,"Monday, 2 September 2024",Paid Search,2024-09,22/12/2025 00:00:00,476,90+ days,6
7949,"Sunday, 29 September 2024",Paid Search,2024-09,01/09/2025 00:00:00,337,90+ days,6
7990,"Saturday, 21 September 2024",Paid Search,2024-09,26/02/2025 00:00:00,158,90+ days,6
8063,"Friday, 13 September 2024",Paid Search,2024-09,06/01/2025 00:00:00,115,90+ days,6
8278,"Monday, 2 September 2024",Paid Search,2024-09,17/04/2025 00:00:00,227,90+ days,6
8384,"Saturday, 28 September 2024",Paid Search,2024-09,29/03/2025 00:00:00,182,90+ days,6
8411,"Friday, 13 September 2024",Paid Search,2024-09,13/02/2025 00:00:00,153,90+ days,6
8442,"Saturday, 21 September 2024",Paid Search,2024-09,28/10/2025 00:00:00,402,90+ days,6
8447,"Saturday, 7 September 2024",Paid Search,2024-09,20/04/2025 00:00:00,225,90+ days,6
8503,"Sunday, 1 September 2024",Paid Search,2024-09,12/05/2025 00:00:00,253,90+ days,6
8522,"Tuesday, 17 September 2024",Paid Search,2024-09,19/08/2025 00:00:00,336,90+ days,6
8539,"Tuesday, 24 September 2024",Paid Search,2024-09,08/06/2025 00:00:00,257,90+ days,6
8618,"Wednesday, 11 September 2024",Paid Search,2024-09,16/12/2025 00:00:00,461,90+ days,6
8651,"Tuesday, 17 September 2024",Paid Search,2024-09,30/03/2025 00:00:00,194,90+ days,6
8680,"Monday, 9 September 2024",Paid Search,2024-09,10/11/2025 00:00:00,427,90+ days,6
8708,"Tuesday, 17 September 2024",Paid Search,2024-09,08/11/2025 00:00:00,417,90+ days,6
8787,"Saturday, 28 September 2024",Paid Search,2024-09,23/01/2025 00:00:00,117,90+ days,6
8813,"Friday, 27 September 2024",Paid Search,2024-09,22/08/2025 00:00:00,329,90+ days,6
8897,"Tuesday, 17 September 2024",Paid Search,2024-09,24/05/2025 00:00:00,249,90+ days,6
8951,"Tuesday, 10 September 2024",Paid Search,2024-09,23/12/2025 00:00:00,469,90+ days,6
8969,"Monday, 23 September 2024",Paid Search,2024-09,11/07/2025 00:00:00,291,90+ days,6
8996,"Saturday, 7 September 2024",Paid Search,2024-09,25/05/2025 00:00:00,260,90+ days,6
9029,"Sunday, 22 September 2024",Paid Search,2024-09,02/02/2025 00:00:00,133,90+ days,6
9105,"Monday, 23 September 2024",Paid Search,2024-09,11/08/2025 00:00:00,322,90+ days,6
9329,"Thursday, 19 September 2024",Paid Search,2024-09,25/12/2025 00:00:00,462,90+ days,6
9384,"Tuesday, 24 September 2024",Paid Search,2024-09,16/04/2025 00:00:00,204,90+ days,6
9494,"Sunday, 1 September 2024",Paid Search,2024-09,14/02/2025 00:00:00,166,90+ days,6
9527,"Tuesday, 3 September 2024",Paid Search,2024-09,10/12/2025 00:00:00,463,90+ days,6
9668,"Thursday, 19 September 2024",Paid Search,2024-09,15/10/2025 00:00:00,391,90+ days,6
9737,"Thursday, 26 September 2024",Paid Search,2024-09,27/07/2025 00:00:00,304,90+ days,6
9767,"Saturday, 28 September 2024",Paid Search,2024-09,03/04/2025 00:00:00,187,90+ days,6
9789,"Saturday, 21 September 2024",Paid Search,2024-09,04/07/2025 00:00:00,286,90+ days,6
9944,"Thursday, 26 September 2024",Paid Search,2024-09,28/01/2025 00:00:00,124,90+ days,6
10060,"Saturday, 7 September 2024",Paid Search,2024-09,25/05/2025 00:00:00,260,90+ days,6
10162,"Tuesday, 10 September 2024",Paid Search,2024-09,26/11/2025 00:00:00,442,90+ days,6
10232,"Thursday, 19 September 2024",Paid Search,2024-09,28/01/2025 00:00:00,131,90+ days,6
10264,"Monday, 23 September 2024",Paid Search,2024-09,18/04/2025 00:00:00,207,90+ days,6
10302,"Tuesday, 24 September 2024",Paid Search,2024-09,25/12/2025 00:00:00,457,90+ days,6
10317,"Thursday, 12 September 2024",Paid Search,2024-09,31/01/2025 00:00:00,141,90+ days,6
10335,"Monday, 30 September 2024",Paid Search,2024-09,08/03/2025 00:00:00,159,90+ days,6
10722,"Monday, 2 September 2024",Paid Search,2024-09,28/03/2025 00:00:00,207,90+ days,6
10771,"Thursday, 12 September 2024",Paid Search,2024-09,28/09/2025 00:00:00,381,90+ days,6
10794,"Thursday, 26 September 2024",Paid Search,2024-09,13/09/2025 00:00:00,352,90+ days,6
10805,"Monday, 30 September 2024",Paid Search,2024-09,06/11/2025 00:00:00,402,90+ days,6
10846,"Wednesday, 18 September 2024",Paid Search,2024-09,30/03/2025 00:00:00,193,90+ days,6
11157,"Wednesday, 18 September 2024",Paid Search,2024-09,14/09/2025 00:00:00,361,90+ days,6
11307,"Monday, 23 September 2024",Paid Search,2024-09,20/12/2025 00:00:00,453,90+ days,6
11365,"Monday, 16 September 2024",Paid Search,2024-09,19/03/2025 00:00:00,184,90+ days,6
11377,"Friday, 27 September 2024",Paid Search,2024-09,08/08/2025 00:00:00,315,90+ days,6
11475,"Sunday, 22 September 2024",Paid Search,2024-09,08/11/2025 00:00:00,412,90+ days,6
11529,"Tuesday, 24 September 2024",Paid Search,2024-09,25/12/2025 00:00:00,457,90+ days,6
11628,"Wednesday, 4 September 2024",Paid Search,2024-09,02/08/2025 00:00:00,332,90+ days,6
11895,"Wednesday, 11 September 2024",Paid Search,2024-09,20/11/2025 00:00:00,435,90+ days,6
11899,"Thursday, 12 September 2024",Paid Search,2024-09,02/09/2025 00:00:00,355,90+ days,6
11992,"Thursday, 19 September 2024",Paid Search,2024-09,19/12/2025 00:00:00,456,90+ days,6
12071,"Saturday, 21 September 2024",Paid Search,2024-09,28/04/2025 00:00:00,219,90+ days,6
12095,"Tuesday, 3 September 2024",Paid Search,2024-09,03/11/2025 00:00:00,426,90+ days,6
12126,"Monday, 30 September 2024",Paid Search,2024-09,29/10/2025 00:00:00,394,90+ days,6
12225,"Saturday, 7 September 2024",Paid Search,2024-09,11/02/2025 00:00:00,157,90+ days,6
12249,"Saturday, 7 September 2024",Paid Search,2024-09,15/08/2025 00:00:00,342,90+ days,6
12253,"Sunday, 8 September 2024",Paid Search,2024-09,08/12/2025 00:00:00,456,90+ days,6
12332,"Monday, 9 September 2024",Paid Search,2024-09,10/09/2025 00:00:00,366,90+ days,6
12453,"Tuesday, 10 September 2024",Paid Search,2024-09,22/11/2025 00:00:00,438,90+ days,6
12461,"Sunday, 1 September 2024",Paid Search,2024-09,17/09/2025 00:00:00,381,90+ days,6
12462,"Wednesday, 18 September 2024",Paid Search,2024-09,15/07/2025 00:00:00,300,90+ days,6
12595,"Monday, 23 September 2024",Paid Search,2024-09,15/02/2025 00:00:00,145,90+ days,6
12744,"Friday, 27 September 2024",Paid Search,2024-09,04/06/2025 00:00:00,250,90+ days,6
12749,"Sunday, 1 September 2024",Paid Search,2024-09,11/10/2025 00:00:00,405,90+ days,6
12757,"Tuesday, 3 September 2024",Paid Search,2024-09,18/12/2025 00:00:00,471,90+ days,6
12807,"Saturday, 14 September 2024",Paid Search,2024-09,24/08/2025 00:00:00,344,90+ days,6
12816,"Tuesday, 24 September 2024",Paid Search,2024-09,30/12/2025 00:00:00,462,90+ days,6
12894,"Sunday, 15 September 2024",Paid Search,2024-09,09/11/2025 00:00:00,420,90+ days,6
12914,"Wednesday, 18 September 2024",Paid Search,2024-09,24/07/2025 00:00:00,309,90+ days,6
13098,"Tuesday, 10 September 2024",Paid Search,2024-09,29/12/2025 00:00:00,475,90+ days,6
13398,"Monday, 2 September 2024",Paid Search,2024-09,25/09/2025 00:00:00,388,90+ days,6
