order_id,product_id,qty,net_revenue
18695,34,1,91.07
18697,34,1,92.88
18701,34,1,95.68
18702,34,1,92.26
18702,34,1,85.3
18706,34,1,92.65
18707,34,1,81.72
18713,34,1,94.43
18714,34,1,82.29
18715,34,1,83.76
18721,34,1,99.56
18725,34,1,89.75
18727,34,1,81.94
18730,34,1,97.83
18731,34,1,100.99
18732,34,1,103.06
18733,34,1,90.22
18734,34,1,92.12
18735,34,1,106.99
18736,34,1,96.91
18737,34,1,84.5
18737,34,1,97.04
18738,34,1,85.25
18746,34,1,90.45
18750,34,1,84.2
18751,34,1,78.76
18753,34,1,84.84
18759,34,1,82.81
18760,34,1,89.63
18760,34,1,84.83
18761,34,1,97.55
18763,34,1,86.87
18764,34,1,91.71
18764,34,1,84.97
18766,34,1,82.62
18768,34,1,101.9
18770,34,1,95.9
18770,34,1,85.06
18773,34,1,90.83
18774,34,1,85.41
18775,34,1,89.9
18776,34,1,92.77
18779,34,1,101.77
18781,34,1,101.16
18784,34,1,82.85
18785,34,1,82.84
18787,34,1,87.04
18787,34,1,92.37
18788,34,1,94.21
18788,34,1,82.57
18790,34,1,92.3
18794,34,1,82.67
18799,34,1,77.57
18802,34,1,90.48
18808,34,1,89.28
18810,34,1,85.87
18810,34,1,97.2
18816,34,1,76.99
18818,34,1,94.12
18820,34,1,90.82
18820,34,1,85.72
18821,34,1,95.15
18823,34,1,87.7
18824,34,1,88.08
18829,34,1,83.77
18832,34,1,97.29
18834,34,1,77.81
18837,34,1,90.98
18838,34,1,79.01
18838,34,1,100.48
18839,34,1,77.79
18844,34,1,89.59
18845,34,1,96.63
18849,34,1,85.06
18850,34,1,102.59
18852,34,1,78.14
18852,34,1,87.1
18853,34,1,83.98
18854,34,1,94.89
18855,34,1,85.09
18856,34,1,93.41
18856,34,1,94.11
18857,34,1,95.22
18862,34,1,85.29
18863,34,1,82.52
18865,34,1,77.99
18867,34,1,89.42
18869,34,1,105.24
18869,34,1,85.4
18870,34,1,86.49
18872,34,1,83.82
18873,34,1,101.32
18875,34,1,101.31
18876,34,1,89.14
18877,34,1,84
18878,34,1,92.69
18881,34,1,103.2
18882,34,1,98.61
18884,34,1,96.86
18884,34,1,104.05
18886,34,1,81.61
18886,34,1,86.64
18887,34,1,77.03
18890,34,1,83.38
18892,34,1,77.37
18895,34,1,94.88
18895,34,1,99.88
18896,34,1,95.19
18899,34,1,83.18
18901,34,1,87.47
18904,34,1,80.69
18905,34,1,77.69
18906,34,1,69.94
18906,34,1,78.72
18913,34,1,86.88
18913,34,1,87.58
18915,34,1,93.9
18916,34,1,89.81
18919,34,1,103.47
18922,34,1,98.6
18925,34,1,82.27
18925,34,1,86.43
18932,34,1,87.08
18934,34,1,85.38
18937,34,1,85.87
18942,34,1,88.23
18942,34,1,103.3
18943,34,1,79.03
18944,34,1,87.28
18952,34,1,84.54
18952,34,1,86.43
18953,34,1,77.89
18955,34,1,93.92
18955,34,1,82.49
18958,34,1,81.77
18963,34,1,91.71
18964,34,1,88.76
18969,34,1,92.09
18970,34,1,81.26
18975,34,1,92
18975,34,1,93.51
18976,34,1,90.53
18978,34,1,88.62
18981,34,1,94.5
18982,34,1,107.13
18984,34,1,85.3
18985,34,1,101.77
18985,34,1,78.06
18987,34,1,86.15
18987,34,1,93.68
18990,34,1,77.63
18993,34,1,80.26
18994,34,1,91.88
18995,34,1,88.04
18997,34,1,88.47
18999,34,1,90.28
18999,34,1,90.21
19001,34,1,93.45
19003,34,1,91.71
19005,34,1,87.28
19007,34,1,91.8
19009,34,1,85.74
19010,34,1,84.98
19011,34,1,87.12
19012,34,1,100.61
19014,34,1,80.3
19015,34,1,98.01
19016,34,1,76.62
19016,34,1,102.37
19018,34,1,90.96
19018,34,1,93.69
19021,34,1,81.45
19022,34,1,102.11
19022,34,1,92.53
19027,34,1,100.37
19028,34,1,84.5
19028,34,1,95.58
19030,34,1,83.6
19031,34,1,93.75
19033,34,1,84.65
19040,34,1,99.45
19043,34,1,86.04
19044,34,1,76.28
19045,34,1,86.33
19046,34,1,89.03
19047,34,1,108.56
19048,34,1,72.8
19048,34,1,95.59
19049,34,1,104.54
19051,34,1,84.22
19052,34,1,92.95
19054,34,1,73.08
19060,34,1,85.36
19061,34,1,90.62
19065,34,1,86.45
19066,34,1,84.04
19067,34,1,83.3
19069,34,1,87.79
19075,34,1,89.81
19076,34,1,85.5
19080,34,1,90.99
19080,34,1,88.34
19081,34,1,82.36
19081,34,1,82.22
19081,34,1,97.1
19084,34,1,88.13
19087,34,1,87.73
19088,34,1,92.3
19089,34,1,83.27
19092,34,1,88.78
19094,34,1,96.19
19095,34,1,91.17
19095,34,1,88.99
19096,34,1,87.39
19103,34,1,83.85
19107,34,1,78.46
19109,34,1,96.74
19110,34,1,82.48
19110,34,1,101.31
19112,34,1,95.33
19115,34,1,78.13
19115,34,1,83.21
19115,34,1,90.85
19117,34,1,80.91
19118,34,1,82.19
19120,34,1,84.13
19121,34,1,107.69
19122,34,1,81.73
19123,34,1,100.2
19126,34,1,91.82
19127,34,1,84.43
19128,34,1,81.68
19129,34,1,88.2
19131,34,1,86.86
19131,34,1,92.81
19133,34,1,83.33
19135,34,1,82.79
19136,34,1,84.86
19137,34,1,82.11
19138,34,1,86.9
19140,34,1,97.28
19140,34,1,73.26
19143,34,1,90.8
19147,34,1,86.9
19148,34,1,92.67
19151,34,1,79.59
19151,34,1,90.51
19152,34,1,75.3
19153,34,1,108.54
19154,34,1,89.12
19154,34,1,88.4
19156,34,1,87.02
19159,34,1,93.86
19159,34,1,93.07
19163,34,1,87.99
19164,34,1,98.48
19164,34,1,93.53
19167,34,1,91
19167,34,1,105.35
19170,34,1,84.92
19171,34,1,83.64
19173,34,1,91.15
19177,34,1,85.7
19179,34,1,91.69
19180,34,1,87.26
19183,34,1,94.82
19185,34,1,105.39
19186,34,1,91.26
19187,34,1,92.03
19189,34,1,100.89
19190,34,1,93.78
19191,34,1,92.2
19191,34,1,89.98
19193,34,1,100.06
19202,34,1,92.93
19204,34,1,78.38
19206,34,1,95.88
19206,34,1,94.29
19208,34,1,96.97
19209,34,1,91.53
19211,34,1,89.29
19214,34,1,89.05
19214,34,1,82.47
19216,34,1,101.69
19216,34,1,87.41
19220,34,1,74.73
19224,34,1,87.74
19225,34,1,99.68
19228,34,1,89.63
19231,34,1,86.27
19232,34,1,92.18
19233,34,1,86.96
19234,34,1,84.04
19235,34,1,92.87
19236,34,1,100.69
19237,34,1,81.79
19241,34,1,79
19244,34,1,88.92
19246,34,1,84.98
19246,34,1,81
19247,34,1,84.91
19248,34,1,86.51
19249,34,1,84.17
19250,34,1,86.07
19251,34,1,96.72
19254,34,1,84.15
19256,34,1,101.2
19259,34,1,79.14
19261,34,1,102.71
19261,34,1,92.54
19262,34,1,97.97
19265,34,1,88.61
19266,34,1,92.84
19266,34,1,79.45
19267,34,1,93.24
19269,34,1,94.19
19272,34,1,88.26
19272,34,1,91.19
19273,34,1,98.14
19274,34,1,87.7
19276,34,1,101.13
19277,34,1,80.17
19281,34,1,96.77
19284,34,1,98
19284,34,1,84.75
19285,34,1,94.24
19286,34,1,86.11
19286,34,1,83.93
19287,34,1,83.75
19288,34,1,82.12
19291,34,1,85.98
19293,34,1,81.97
19294,34,1,84.49
19297,34,1,89.02
19298,34,1,90.84
19299,34,1,81.59
19303,34,1,91.77
19303,34,1,86.59
19304,34,1,77.29
19308,34,1,83.36
19309,34,1,84.65
19310,34,1,84.97
19310,34,1,87.87
19315,34,1,77.7
19316,34,1,98.76
19318,34,1,100.26
19319,34,1,109.59
19322,34,1,82.47
19322,34,1,97.55
19325,34,1,86.31
19327,34,1,86.65
19328,34,1,77.11
19330,34,1,96.16
19332,34,1,94.37
19333,34,1,93
19335,34,1,82.78
19337,34,1,103.08
19341,34,1,94.27
19341,34,1,85.05
19344,34,1,100.97
19345,34,1,86.05
19348,34,1,101.97
19349,34,1,95.17
19350,34,1,94.44
19352,34,1,94.36
19353,34,1,95.71
19355,34,1,102.43
19357,34,1,86.02
19358,34,1,88.06
19360,34,1,93.33
19362,34,1,97.15
19363,34,1,78.73
19364,34,1,93.18
19365,34,1,91.64
19367,34,1,93.54
19371,34,1,88.95
19373,34,1,85.09
19374,34,1,81.4
19377,34,1,99.06
19387,34,1,80.92
19388,34,1,85.03
19389,34,1,80.58
19390,34,1,92.32
19390,34,1,88.5
19393,34,1,103.9
19395,34,1,85.32
19397,34,1,88.13
19398,34,1,95.04
19398,34,1,90.22
19399,34,1,92.68
19400,34,1,103.12
19408,34,1,94.02
19410,34,1,90.31
19414,34,1,85.85
19417,34,1,91.96
19418,34,1,92.8
19423,34,1,95.76
19426,34,1,100.39
19426,34,1,98.19
19427,34,1,105.87
19429,34,1,93.81
19429,34,1,97.48
19430,34,1,77.2
19432,34,1,103.59
19438,34,1,92.49
19439,34,1,89.15
19442,34,1,80.86
19447,34,1,102.08
19449,34,1,85.58
19453,34,1,83.2
19454,34,1,94.13
19454,34,1,91.03
19458,34,1,92.26
19458,34,1,82.03
19460,34,1,89.85
19460,34,1,90.44
19461,34,1,84.52
19463,34,1,89.52
19464,34,1,94.87
19464,34,1,81.15
19466,34,1,100.33
19469,34,1,77.56
19470,34,1,82.66
19471,34,1,83.05
19473,34,1,89
19477,34,1,102.62
19477,34,1,87.71
19478,34,1,85.39
19481,34,1,85.89
19485,34,1,85.22
19488,34,1,80.95
19491,34,1,94.11
19496,34,1,90.89
19496,34,1,77.7
19508,34,1,85.62
19510,34,1,97.9
19511,34,1,90.42
19514,34,1,81.43
19516,34,1,94.69
19519,34,1,83.37
19520,34,1,86.94
19525,34,1,78.81
19526,34,1,100.57
19527,34,1,101.7
19530,34,1,86.93
19530,34,1,86.45
19533,34,1,83.24
19534,34,1,88.44
19537,34,1,86.7
19538,34,1,84.78
19539,34,1,92.89
19539,34,1,89.62
19541,34,1,84.65
19542,34,1,78.01
19545,34,1,89.95
19549,34,1,88.88
19550,34,1,88.56
19554,34,1,83.88
19556,34,1,94.3
19558,34,1,88.15
19558,34,1,109.64
19558,34,1,101.63
19565,34,1,84.1
19567,34,1,89.43
19569,34,1,89.25
19571,34,1,83.91
19571,34,1,94.63
19573,34,1,76.02
19574,34,1,93.57
19575,34,1,80.14
19576,34,1,89.38
19578,34,1,95.53
19579,34,1,87.01
19580,34,1,87.88
19582,34,1,84.08
19584,34,1,78.3
19585,34,1,77.26
19587,34,1,98.9
19589,34,1,87.18
19591,34,1,89.78
19593,34,1,87.66
19593,34,1,93.12
19596,34,1,106.83
19598,34,1,79.43
19601,34,1,83.58
19601,34,1,97.99
19605,34,1,95.54
19606,34,1,90.75
19609,34,1,80.19
19611,34,1,92.96
19614,34,1,84.6
19615,34,1,83.76
19616,34,1,79.78
19617,34,1,83.96
19617,34,1,91.26
19622,34,1,94.42
19624,34,1,82.29
19624,34,1,88.42
19624,34,1,107.55
19625,34,1,78.17
19626,34,1,84.71
19627,34,1,71.77
19629,34,1,82.35
19632,34,1,88.52
19637,34,1,92.51
19637,34,1,90.3
19638,34,1,96.96
19639,34,1,79.33
19641,34,1,84.15
19641,34,1,92.28
19643,34,1,105.58
19644,34,1,85.86
19650,34,1,81.68
19650,34,1,73.37
19651,34,1,95.25
19651,34,1,100.34
19652,34,1,89.96
19652,34,1,85.11
19653,34,1,79.11
19654,34,1,90.1
19656,34,1,87.47
19660,34,1,74.23
19669,34,1,87.83
19672,34,1,100.74
19673,34,1,93.25
19674,34,1,88.88
19680,34,1,77.36
19685,34,1,90.74
19689,34,1,95.37
19693,34,1,100.94
19694,34,1,76.34
19695,34,1,83.09
19697,34,1,95.76
19697,34,1,84.71
19698,34,1,87.16
19698,34,1,92.09
19702,34,1,76.94
19704,34,1,87.56
19705,34,1,75.16
19705,34,1,91.47
19706,34,1,82.27
19706,34,1,90.75
19708,34,1,86.18
19710,34,1,87.78
19712,34,1,93.67
19714,34,1,82.54
19718,34,1,98.97
19720,34,1,96.63
19723,34,1,91.04
19724,34,1,96.15
19726,34,1,106.93
19727,34,1,93.25
19728,34,1,86.73
19729,34,1,82.08
19730,34,1,94.1
19731,34,1,106.23
19736,34,1,85.53
19739,34,1,99.92
19740,34,1,87.16
19740,34,1,97.23
19742,34,1,109.07
19742,34,1,99.73
19743,34,1,85.49
19746,34,1,90.66
19750,34,1,77.39
19752,34,1,94.87
19752,34,1,90.93
19752,34,1,92.1
19753,34,1,80.88
19755,34,1,86.93
19761,34,1,90.4
19763,34,1,84.64
19764,34,1,91.49
19765,34,1,87.94
19768,34,1,112.42
19771,34,1,85.36
19774,34,1,87.47
19775,34,1,80.83
19776,34,1,82.18
19777,34,1,98.23
19778,34,1,85.18
19783,34,1,72.89
19787,34,1,100.1
19789,34,1,95.44
19790,34,1,83
19795,34,1,82.52
19797,34,1,95.73
19801,34,1,97.49
19804,34,1,75.91
19804,34,1,106.45
19807,34,1,99.98
19810,34,1,99.4
19811,34,1,95.53
19813,34,1,99.46
19813,34,1,89.59
19817,34,1,86.71
19818,34,1,88.96
19820,34,1,98.43
19821,34,1,94.11
19825,34,1,91.74
19827,34,1,83.29
19828,34,1,91.63
19829,34,1,93.04
19830,34,1,90.01
19831,34,1,89.26
19831,34,1,84.28
19832,34,1,86.53
19833,34,1,81.92
19834,34,1,95.57
19834,34,1,83.28
19837,34,1,84.48
19839,34,1,95.22
19842,34,1,101.48
19843,34,1,82.87
19843,34,1,101.46
19844,34,1,101.4
19844,34,1,84.23
19845,34,1,88.34
19845,34,1,88.19
19847,34,1,92.55
19850,34,1,78.71
19851,34,1,95.19
19851,34,1,82.59
19854,34,1,90.77
19855,34,1,86.04
19861,34,1,84.75
19863,34,1,102.29
19864,34,1,98.64
19866,34,1,96.14
19868,34,1,95.52
19869,34,1,84.76
19872,34,1,95.42
19875,34,1,79.3
19876,34,1,79.61
19877,34,1,97.97
19878,34,1,81.44
19887,34,1,73.53
19889,34,1,95.33
19890,34,1,79.43
19891,34,1,100.41
19894,34,1,95.34
19895,34,1,84.39
19896,34,1,85.75
19896,34,1,98.24
19897,34,1,88.81
19898,34,1,88.82
19899,34,1,101.93
19905,34,1,94.84
19906,34,1,81.73
19908,34,1,87.7
19909,34,1,95.38
19913,34,1,92.25
19914,34,1,99.52
19920,34,1,86.98
19920,34,1,88.29
19921,34,1,93.81
19922,34,1,75.71
19923,34,1,81.13
19926,34,1,82.15
19927,34,1,91.63
19927,34,1,82.18
19928,34,1,101.69
19931,34,1,80.41
19937,34,1,86.06
19940,34,1,88.77
19940,34,1,85.78
19941,34,1,110.41
19942,34,1,87.06
19944,34,1,84.85
19947,34,1,91.13
19948,34,1,96.23
19951,34,1,95.25
19951,34,1,95.49
19953,34,1,85.23
19953,34,1,77.02
19958,34,1,94.21
19963,34,1,86.03
19964,34,1,93.17
19964,34,1,83.1
19967,34,1,87.06
19968,34,1,93.62
19969,34,1,81.57
19970,34,1,82.23
19970,34,1,86.35
19972,34,1,102.09
19973,34,1,94.27
19973,34,1,88.42
19973,34,1,87.7
19974,34,1,103.51
19975,34,1,86.72
19976,34,1,89.99
19980,34,1,94.42
19983,34,1,83.03
19983,34,1,90.71
19984,34,1,89.58
19987,34,1,84.58
19989,34,1,99.69
19993,34,1,85.45
19993,34,1,83.87
19993,34,1,88.72
19995,34,1,85.3
19998,34,1,99.63
12,34,2,181.64
34,34,2,154.1
45,34,2,175.16
47,34,2,171.06
55,34,2,167.23
57,34,2,163.73
58,34,2,180.65
63,34,2,187.98
64,34,2,185.28
65,34,2,168.38
70,34,2,183.86
83,34,2,176.34
88,34,2,164.72
93,34,2,169.12
101,34,2,184.01
109,34,2,205.52
120,34,2,165.24
122,34,2,192.08
122,34,2,180.24
126,34,2,166.04
138,34,2,196.25
143,34,2,168.01
155,34,2,201.41
167,34,2,171.94
182,34,2,175.6
190,34,2,173.5
196,34,2,182.42
198,34,2,203.63
201,34,2,173.81
222,34,2,185.15
238,34,2,187.74
251,34,2,196.51
256,34,2,194.71
266,34,2,173.51
267,34,2,177.62
271,34,2,182.4
284,34,2,206.34
296,34,2,181.14
311,34,2,197.04
314,34,2,173.46
321,34,2,147.57
323,34,2,202.77
327,34,2,174.08
330,34,2,180.26
345,34,2,184.97
353,34,2,203.53
357,34,2,183.55
358,34,2,163.88
359,34,2,154.36
362,34,2,179.04
365,34,2,170.96
367,34,2,169.08
382,34,2,181.79
384,34,2,168.47
387,34,2,194.11
388,34,2,171.56
398,34,2,162.31
411,34,2,182.31
420,34,2,191.12
423,34,2,183.61
425,34,2,178.52
426,34,2,174.61
429,34,2,168.33
431,34,2,181.4
432,34,2,164.45
448,34,2,208.08
454,34,2,170.33
476,34,2,200.93
495,34,2,170.63
497,34,2,189.37
500,34,2,194.5
502,34,2,192.47
521,34,2,169.22
521,34,2,173.91
548,34,2,168.83
557,34,2,174.35
557,34,2,151.39
570,34,2,178.56
578,34,2,165.33
611,34,2,183.28
613,34,2,185.8
626,34,2,179.27
627,34,2,180.66
636,34,2,186.86
654,34,2,188.36
662,34,2,178.71
663,34,2,161.82
696,34,2,164.23
702,34,2,207.85
707,34,2,192.33
710,34,2,198.52
712,34,2,189.14
714,34,2,178.09
720,34,2,195.95
724,34,2,194.81
738,34,2,150.45
743,34,2,175.08
753,34,2,201.24
753,34,2,191.2
771,34,2,181.28
777,34,2,185.4
778,34,2,160.67
780,34,2,197.54
790,34,2,189.06
812,34,2,155.26
826,34,2,161.63
833,34,2,190.81
851,34,2,159.19
857,34,2,172.61
873,34,2,193.67
885,34,2,167.99
908,34,2,206.72
911,34,2,190
928,34,2,194.91
931,34,2,185.01
932,34,2,172.52
955,34,2,216.2
958,34,2,185.94
969,34,2,175.31
971,34,2,172.68
978,34,2,175.78
979,34,2,198.08
987,34,2,191.79
989,34,2,173.98
1001,34,2,186.51
1006,34,2,185.04
1008,34,2,195.32
1032,34,2,154.33
1037,34,2,197.42
1040,34,2,181.56
1042,34,2,154.87
1042,34,2,194.74
1044,34,2,193.8
1058,34,2,170.03
1065,34,2,165.01
1081,34,2,198
1084,34,2,191.47
1089,34,2,192.93
1097,34,2,175.17
1099,34,2,187.78
1101,34,2,186.38
1107,34,2,189.39
1113,34,2,187.61
1121,34,2,167.6
1139,34,2,159.02
1141,34,2,172.24
1144,34,2,175.94
1147,34,2,189.05
1161,34,2,175.67
1161,34,2,168.78
1170,34,2,174.44
1171,34,2,165.67
1172,34,2,145.57
1177,34,2,146.91
1180,34,2,186.38
1184,34,2,179.31
1204,34,2,182.47
1208,34,2,180.78
1208,34,2,183.58
1210,34,2,176.96
1217,34,2,199.84
1219,34,2,159.69
1220,34,2,146.97
1222,34,2,211.45
1228,34,2,175.1
1235,34,2,186.53
1245,34,2,208.34
1250,34,2,170.14
1259,34,2,178.69
1259,34,2,165.16
1262,34,2,191.48
1264,34,2,187.93
1265,34,2,164.02
1276,34,2,172.4
1285,34,2,189.97
1286,34,2,182.04
1311,34,2,190.31
1317,34,2,187.35
1340,34,2,159.74
1350,34,2,165.19
1359,34,2,165.64
1368,34,2,203.92
1369,34,2,170.73
1387,34,2,165.3
1410,34,2,178.1
1412,34,2,163.21
1418,34,2,155.07
1424,34,2,167.88
1436,34,2,155.37
1462,34,2,209.42
1473,34,2,182.17
1480,34,2,175.94
1483,34,2,168.05
1486,34,2,158.22
1493,34,2,175.78
1506,34,2,195.92
1509,34,2,149.55
1535,34,2,207.17
1543,34,2,156.58
1547,34,2,154.15
1550,34,2,184.23
1554,34,2,154.64
1562,34,2,177.94
1565,34,2,163.81
1566,34,2,202.2
1569,34,2,202.81
1569,34,2,197.37
1570,34,2,207.73
1587,34,2,166.35
1595,34,2,160.09
1605,34,2,203.66
1615,34,2,171.45
1619,34,2,168.47
1626,34,2,167.27
1632,34,2,171.26
1641,34,2,201.06
1656,34,2,190.13
1664,34,2,139.3
1674,34,2,177.24
1677,34,2,169.8
1686,34,2,189.46
1687,34,2,195.41
1702,34,2,191.51
1734,34,2,194.84
1766,34,2,188.68
1773,34,2,163.67
1785,34,2,171.55
1789,34,2,161.06
1792,34,2,177.12
1794,34,2,162.17
1802,34,2,191.7
1804,34,2,184.58
1804,34,2,200.2
1805,34,2,172.91
1810,34,2,178.52
1814,34,2,189.77
1840,34,2,185.55
1851,34,2,177.35
1861,34,2,184.59
1870,34,2,200.57
1871,34,2,165.7
1888,34,2,213.7
1906,34,2,188.89
1912,34,2,194.68
1916,34,2,164.52
1920,34,2,193.34
1921,34,2,182.76
1939,34,2,190.37
1940,34,2,184.98
1944,34,2,177.71
1950,34,2,178.18
1951,34,2,161.85
1959,34,2,194.76
1961,34,2,154.07
1964,34,2,187.55
1965,34,2,169.33
1973,34,2,179.79
1984,34,2,196.35
1997,34,2,179.43
1997,34,2,205.81
2005,34,2,156.55
2029,34,2,185.07
2048,34,2,173.54
2056,34,2,157.68
2063,34,2,177.39
2066,34,2,185.95
2073,34,2,173.93
2078,34,2,169.47
2088,34,2,178.3
2095,34,2,179.15
2096,34,2,199.93
2103,34,2,177.77
2104,34,2,181.02
2105,34,2,158.48
2110,34,2,180.3
2129,34,2,177.33
2148,34,2,166.39
2154,34,2,176.55
2163,34,2,193.97
2171,34,2,179.16
2174,34,2,167.66
2180,34,2,172.46
2183,34,2,181.69
2194,34,2,185.2
2200,34,2,164.19
2220,34,2,167.6
2230,34,2,185.66
2231,34,2,201.12
2236,34,2,191.06
2241,34,2,194.34
2271,34,2,191.66
2274,34,2,171.49
2282,34,2,156.17
2283,34,2,163.87
2286,34,2,179.6
2288,34,2,207
2289,34,2,221.26
2312,34,2,161.02
2316,34,2,199.01
2320,34,2,190.6
2329,34,2,201.6
2329,34,2,200.67
2345,34,2,170.8
2364,34,2,190.17
2365,34,2,188.33
2369,34,2,187.88
2369,34,2,196.27
2376,34,2,178.49
2381,34,2,151.08
2409,34,2,192.33
2412,34,2,185.06
2427,34,2,173.12
2428,34,2,160.62
2441,34,2,164.29
2447,34,2,180
2447,34,2,173.9
2455,34,2,181.7
2457,34,2,151.28
2463,34,2,168.46
2469,34,2,190.56
2482,34,2,158.58
2530,34,2,170.85
2533,34,2,200.63
2543,34,2,179.04
2555,34,2,206.48
2580,34,2,191.03
2580,34,2,167.19
2588,34,2,167.04
2600,34,2,211.62
2610,34,2,171.02
2660,34,2,175.09
2665,34,2,168.37
2666,34,2,179.64
2667,34,2,176.9
2687,34,2,167.05
2696,34,2,183.06
2706,34,2,187.77
2736,34,2,157.7
2738,34,2,162.89
2745,34,2,190.99
2750,34,2,155.38
2774,34,2,166.99
2775,34,2,181.01
2781,34,2,164.93
2798,34,2,176.89
2807,34,2,178.98
2808,34,2,189.15
2810,34,2,221.83
2815,34,2,176.93
2819,34,2,171.6
2829,34,2,183.88
2837,34,2,163.73
2839,34,2,164.31
2849,34,2,176.7
2867,34,2,182.29
2868,34,2,147.45
2874,34,2,161.98
2874,34,2,160.68
2876,34,2,155.51
2878,34,2,208.07
2883,34,2,186.16
2888,34,2,162
2888,34,2,149.19
2894,34,2,197.08
2900,34,2,175.68
2908,34,2,172.37
2911,34,2,170.12
2911,34,2,152.15
2917,34,2,180.99
2922,34,2,147.98
2923,34,2,176.93
2927,34,2,186.12
2932,34,2,160.36
2933,34,2,179.78
2961,34,2,169.15
2965,34,2,164.72
2971,34,2,190.38
2971,34,2,198.62
2980,34,2,188.37
2984,34,2,202.74
2987,34,2,179.73
2990,34,2,178.25
2996,34,2,155.88
3033,34,2,175.37
3041,34,2,200.7
3046,34,2,212.16
3051,34,2,173.59
3066,34,2,168.48
3068,34,2,194.76
3071,34,2,193.32
3075,34,2,185.38
3075,34,2,190.6
3097,34,2,183.51
3110,34,2,182.73
3134,34,2,177.08
3143,34,2,182.95
3144,34,2,150.49
3149,34,2,183.09
3151,34,2,182.95
3152,34,2,188.65
3152,34,2,182.08
3155,34,2,194.86
3156,34,2,196.04
3158,34,2,164.27
3167,34,2,162.51
3185,34,2,175.01
3191,34,2,183.5
3195,34,2,175.11
3205,34,2,173.8
3206,34,2,196.06
3212,34,2,209.6
3213,34,2,164.06
3214,34,2,175.56
3218,34,2,163.68
3229,34,2,161.54
3241,34,2,181.03
3251,34,2,173.2
3262,34,2,146.66
3264,34,2,195.68
3270,34,2,190.56
3288,34,2,161.81
3289,34,2,165.43
3300,34,2,183.71
3304,34,2,182.58
3305,34,2,166.44
3321,34,2,163.85
3322,34,2,181.26
3324,34,2,166.1
3355,34,2,191.36
3357,34,2,182.25
3357,34,2,176.29
3368,34,2,172.41
3371,34,2,193.34
3378,34,2,180.34
3378,34,2,169.81
3380,34,2,197.28
3385,34,2,168.26
3386,34,2,163.2
3413,34,2,206.51
3438,34,2,212.94
3440,34,2,156.08
3468,34,2,168.92
3476,34,2,153.86
3492,34,2,174.53
3498,34,2,169.7
3526,34,2,178.91
3531,34,2,172.26
3557,34,2,177.47
3558,34,2,173.88
3562,34,2,183.71
3567,34,2,157.82
3588,34,2,211.36
3588,34,2,166.61
3601,34,2,175.3
3603,34,2,172.38
3625,34,2,191.25
3630,34,2,171.92
3632,34,2,183.62
3634,34,2,194.24
3639,34,2,173.18
3640,34,2,215.33
3647,34,2,181.47
3654,34,2,166.91
3669,34,2,185.61
3683,34,2,183.95
3691,34,2,180.31
3700,34,2,147.07
3717,34,2,167.09
3721,34,2,146.34
3727,34,2,191.56
3735,34,2,176.16
3748,34,2,173.96
3762,34,2,165.43
3779,34,2,181.38
3798,34,2,188.1
3802,34,2,159.44
3835,34,2,191.1
3844,34,2,194.49
3855,34,2,165.49
3856,34,2,177.86
3857,34,2,181.29
3859,34,2,184.75
3867,34,2,154.23
3868,34,2,191.29
3883,34,2,195.2
3911,34,2,154.65
3921,34,2,180.76
3928,34,2,191.71
3944,34,2,165.21
3957,34,2,169.51
3960,34,2,168.52
3960,34,2,158.47
3973,34,2,201.99
3985,34,2,165.55
3987,34,2,182.05
4009,34,2,165.06
4011,34,2,171.63
4012,34,2,160.42
4017,34,2,187
4048,34,2,178.65
4049,34,2,185.52
4059,34,2,190.81
4065,34,2,180.69
4073,34,2,174.66
4078,34,2,149.91
4095,34,2,180.1
4098,34,2,205.23
4100,34,2,179.7
4111,34,2,188.74
4148,34,2,163.32
4160,34,2,161.41
4177,34,2,169.7
4188,34,2,190.81
4197,34,2,160.34
4200,34,2,193.12
4203,34,2,165.51
4206,34,2,188.75
4207,34,2,188.71
4223,34,2,188.18
4224,34,2,198.32
4226,34,2,177.61
4237,34,2,186.64
4252,34,2,168.31
4262,34,2,190.82
4263,34,2,185.65
4264,34,2,195.01
4275,34,2,180.77
4289,34,2,184.49
4292,34,2,176.1
4295,34,2,181.56
4296,34,2,169.63
4306,34,2,170.8
4319,34,2,161.11
4323,34,2,190.01
4341,34,2,159.81
4356,34,2,176.05
4358,34,2,170.27
4360,34,2,162.82
4362,34,2,181.89
4374,34,2,181.79
4393,34,2,177.47
4394,34,2,187.47
4413,34,2,160.11
4417,34,2,196.14
4418,34,2,182.64
4462,34,2,186.51
4463,34,2,196.35
4467,34,2,182.91
4486,34,2,167.51
4487,34,2,209.11
4490,34,2,178.07
4512,34,2,191.05
4527,34,2,164.38
4537,34,2,190.61
4547,34,2,175.48
4548,34,2,224.84
4559,34,2,163.74
4562,34,2,175.09
4566,34,2,185.34
4568,34,2,161.27
4583,34,2,189.18
4588,34,2,200.52
4594,34,2,170.65
4595,34,2,162.48
4596,34,2,175.35
4599,34,2,171.84
4624,34,2,163.56
4625,34,2,169.1
4625,34,2,173.11
4672,34,2,158.64
4677,34,2,179.85
4680,34,2,186.12
4686,34,2,189.53
4688,34,2,176.22
4694,34,2,202.48
4709,34,2,188.99
4722,34,2,156.66
4749,34,2,166.16
4764,34,2,162.4
4767,34,2,181.67
4772,34,2,175.37
4777,34,2,169.13
4789,34,2,160.93
